LST_rur,date,rural_n,urban_n,LST_urb,SUHI,is_extreme
-20.483565899667568,-20.850666369059656,2016-01-20,332,96,-0.3671004693920885,0
-15.115716191107316,-13.102638271348406,2016-01-21,934,94,2.01307791975891,0
-13.297095947121106,-11.713404354620222,2016-01-22,1925,942,1.5836915925008839,0
-11.106294821733888,-9.08525440897166,2016-01-23,1841,659,2.021040412762229,0
-9.403454808792915,-6.914718452514263,2016-01-24,2185,3137,2.488736356278652,0
-6.514547515787852,-6.390566024419482,2016-01-27,517,1173,0.12398149136836967,0
-3.8692948841529335,-2.4825686631427577,2016-01-28,1790,4500,1.3867262210101758,0
-8.476633325220389,-11.582556279115128,2016-01-29,499,327,-3.105922953894739,0
-2.4293814158997717,-0.5501616894741119,2016-01-30,2120,4044,1.8792197264256598,1
-2.14764490629137,-1.3172492781520417,2016-02-01,721,349,0.8303956281393283,0
-9.009324029252378,-10.92776527166682,2016-02-02,678,349,-1.918441242414442,0
3.0220189678357756,2.6448073757338237,2016-02-03,610,389,-0.3772115921019519,1
-5.519415509283399,-4.687094965601167,2016-02-05,940,1762,0.8323205436822319,0
-7.730681752817934,-7.123561701346061,2016-02-06,1975,1517,0.6071200514718731,0
-3.4515833640812157,-3.0341079397124497,2016-02-08,3236,4520,0.41747542436876595,0
-23.645144616157808,-13.332521541440942,2016-02-09,156,142,10.312623074716866,0
-13.421741120574723,-11.995099370248731,2016-02-10,604,1244,1.4266417503259916,0
-15.51762256805016,-14.608603073948563,2016-02-11,4245,4715,0.9090194941015959,0
-14.643468157150112,-16.32690426502672,2016-02-12,338,497,-1.6834361078766076,0
-17.575162709456094,-16.440125716128588,2016-02-13,2467,4385,1.1350369933275068,0
-12.40719756218221,-11.917623324403143,2016-02-15,372,817,0.48957423777906683,0
-9.69467932610074,-6.904790112640765,2016-02-17,3129,645,2.7898892134599746,0
-13.132029965531215,-11.032316758069822,2016-02-18,1070,1073,2.0997132074613933,0
-17.93229737283397,-21.420495350449727,2016-02-19,113,412,-3.4881979776157586,0
-2.102480663269959,-0.36377426050655565,2016-02-20,4915,3095,1.7387064027634032,1
-0.6591996857830308,-0.6494571332208846,2016-02-21,1711,296,0.009742552562146178,0
-3.499122170475449,-3.7218968357655284,2016-02-22,2752,4188,-0.22277466529007928,0
-3.1470339286000764,-3.1213710754548525,2016-02-23,3914,4470,0.025662853145223874,0
-4.615321061490494,-7.087721236469114,2016-02-26,1311,36,-2.4724001749786195,0
-5.4662479943036875,-4.767735113950098,2016-02-27,1974,4253,0.6985128803535892,0
1.1380086654353752,2.967670731434907,2016-02-28,2149,3700,1.8296620659995317,1
-2.1829234364009062,-1.3682078363910384,2016-02-29,2272,1250,0.8147156000098679,0
2016-03-02,3055,2376,-9.281178302734618,-9.538830147612607,-0.257651844877989,0
2016-03-04,1315,4112,-9.282974338780583,-6.770476450420408,2.5124978883601754,0
2016-03-05,424,53,-2.966475438057724,-8.90355019892345,-5.937074760865725,0
2016-03-06,125,74,-2.280065939560586,-2.3534198995404254,-0.07335395997983962,0
2016-03-07,920,326,1.8929027808525043,3.780978555884326,1.8880757750318216,1
2016-03-11,776,78,-1.4384385459207856,-0.7238959158057032,0.7145426301150823,0
2016-03-12,868,304,-1.8727938972645755,-0.6403681793414526,1.2324257179231228,0
2016-03-15,896,262,5.442670136441846,5.262138200978573,-0.18053193546327329,1
2016-03-16,2380,1085,0.45410237645502133,-3.6478594771241566,-4.101961853579178,0
2016-03-17,422,3701,1.7751884919710612,3.487326460897122,1.712137968926061,0
2016-03-18,404,3958,-1.6372457946271395,0.24333831780163953,1.880584112428779,0
2016-03-19,30,63,-3.0753103808033093,-2.2121008069850245,0.8632095738182848,0
2016-03-20,735,1544,-3.203721860957169,-1.1028624370223783,2.1008594239347906,0
2016-03-21,3722,3392,-4.6769001394932035,-2.906617135770212,1.7702830037229913,0
2016-03-22,1962,1054,0.19982924383982523,2.126151340123018,1.9263220962831926,0
2016-03-25,2456,387,-6.210717712121223,-5.19112045449881,1.0195972576224133,0
2016-03-26,3410,1281,-1.3082418556989737,-1.436637516532116,-0.12839566083314224,0
2016-03-27,1513,3901,0.7891486999119711,2.752916258785268,1.9637675588732968,0
2016-03-29,3362,4073,-1.2571058512479638,0.22036384853871274,1.4774696997866765,0
0.4003149487440345,0.5992950304535338,2016-04-01,2910,1014,0.19898008170949932,0
-0.5305616083186994,-0.3183073176112143,2016-04-02,1995,4447,0.21225429070748508,0
-4.290379475797518,-3.7097501232638153,2016-04-03,1707,429,0.5806293525337032,0
1.821974003397762,-3.128924232248582,2016-04-04,994,130,-4.950898235646344,0
-5.122013874836799,-4.187838571313549,2016-04-05,3960,5128,0.9341753035232507,0
-3.3292769598866867,-2.664117500783623,2016-04-08,1928,2246,0.6651594591030636,0
-4.710871025041842,-4.472296340794495,2016-04-09,3505,3310,0.2385746842473475,0
-13.834823591363854,-11.31076493232335,2016-04-10,36,190,2.524058659040504,0
-2.311162358730202,-1.6286420164777284,2016-04-12,2246,4342,0.6825203422524735,0
-2.0096487926740934,-0.9657004149607414,2016-04-13,1937,2138,1.043948377713352,0
-0.03916288870104066,1.8419933281136078,2016-04-14,2987,2112,1.8811562168146485,0
0.7617759216771018,4.842463586982688,2016-04-15,4121,4434,4.080687665305586,0
6.365348308456691,6.837078582219545,2016-04-16,184,4114,0.47173027376285326,0
6.556770114560319,8.035177123077062,2016-04-17,943,3865,1.4784070085167436,0
5.19479905100121,7.173515672145133,2016-04-18,523,331,1.9787166211439233,0
7.227733848629133,9.587505929636254,2016-04-20,1180,2109,2.3597720810071214,1
6.708267425951538,6.938901193443814,2016-04-21,1184,1067,0.23063376749227604,0
7.035536869213593,7.7316004244466585,2016-04-22,1605,851,0.6960635552330654,0
